FirstName,LastName,BillingCountry,BillingCity,billingState,Sale_FirstName,Sale_LastName,salesMade,ArtistName,AlbumName,GenreName,trackSales,invoiceSales
Enrique,Muñoz,Spain,Madrid,State is Unknown,Steve,Johnson,720.1600000000011,O Terço,Compositores,Rock,2.9699999999999998,3.96
Hannah,Schneider,Germany,Berlin,State is Unknown,Steve,Johnson,720.1600000000011,Godsmack,Faceless,Metal,2.9699999999999998,3.96
Helena,Holý,Czech Republic,Prague,State is Unknown,Steve,Johnson,720.1600000000011,U2,Rattle And Hum,Rock,2.9699999999999998,3.96
Leonie,Köhler,Germany,Stuttgart,State is Unknown,Steve,Johnson,720.1600000000011,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,2.9699999999999998,3.96
Martha,Silk,Canada,Halifax,NS,Steve,Johnson,720.1600000000011,Os Paralamas Do Sucesso,Arquivo II,Latin,2.9699999999999998,3.96
Steve,Murray,United Kingdom,Edinburgh ,State is Unknown,Steve,Johnson,720.1600000000011,Iron Maiden,No Prayer For The Dying,Metal,2.9699999999999998,3.96
Helena,Holý,Czech Republic,Prague,State is Unknown,Steve,Johnson,720.1600000000011,Battlestar Galactica,"Battlestar Galactica, Season 3",Science Fiction,1.99,25.86
Helena,Holý,Czech Republic,Prague,State is Unknown,Steve,Johnson,720.1600000000011,Battlestar Galactica,"Battlestar Galactica, Season 3",TV Shows,1.99,25.86
Helena,Holý,Czech Republic,Prague,State is Unknown,Steve,Johnson,720.1600000000011,Lost,"Lost, Season 2",Drama,1.99,25.86
Helena,Holý,Czech Republic,Prague,State is Unknown,Steve,Johnson,720.1600000000011,Lost,"Lost, Season 2",TV Shows,1.99,25.86
Richard,Cunningham,USA,Fort Worth,TX,Margaret,Park,775.4000000000005,Battlestar Galactica,"Battlestar Galactica, Season 3",Sci Fi & Fantasy,1.99,23.86
Richard,Cunningham,USA,Fort Worth,TX,Margaret,Park,775.4000000000005,Lost,"Lost, Season 1",TV Shows,1.99,23.86
Hugh,O'Reilly,Ireland,Dublin,Dublin,Jane,Peacock,833.0400000000016,Lost,"Lost, Season 1",TV Shows,1.99,21.86
Hugh,O'Reilly,Ireland,Dublin,Dublin,Jane,Peacock,833.0400000000016,Lost,"Lost, Season 2",Drama,1.99,21.86
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833.0400000000016,Battlestar Galactica (Classic),"Battlestar Galactica (Classic), Season 1",Sci Fi & Fantasy,1.99,21.86
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833.0400000000016,Heroes,"Heroes, Season 1",Drama,1.99,21.86
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833.0400000000016,Lost,"Lost, Season 3",Drama,1.99,21.86
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833.0400000000016,The Office,"The Office, Season 3",Comedy,1.99,21.86
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833.0400000000016,The Office,"The Office, Season 3",TV Shows,1.99,21.86
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720.1600000000011,Lost,"Lost, Season 2",Drama,1.99,18.86
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720.1600000000011,Lost,"Lost, Season 2",TV Shows,1.99,18.86
Victor,Stevens,USA,Madison,WI,Steve,Johnson,720.1600000000011,The Office,"The Office, Season 1",TV Shows,1.99,18.86
Victor,Stevens,USA,Madison,WI,Steve,Johnson,720.1600000000011,The Office,"The Office, Season 3",Comedy,1.99,18.86
Victor,Stevens,USA,Madison,WI,Steve,Johnson,720.1600000000011,The Office,"The Office, Season 3",TV Shows,1.99,18.86
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720.1600000000011,Battlestar Galactica,"Battlestar Galactica, Season 3",Sci Fi & Fantasy,1.99,17.91
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720.1600000000011,Lost,"Lost, Season 1",TV Shows,1.99,17.91
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720.1600000000011,Lost,"Lost, Season 3",Drama,1.99,17.91
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720.1600000000011,Lost,"Lost, Season 3",TV Shows,1.99,17.91
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833.0400000000016,Lost,"LOST, Season 4",TV Shows,1.99,16.86
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775.4000000000005,Heroes,"Heroes, Season 1",Drama,1.99,16.86
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775.4000000000005,The Office,"The Office, Season 1",TV Shows,1.99,16.86
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775.4000000000005,The Office,"The Office, Season 2",TV Shows,1.99,16.86
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833.0400000000016,Lost,"LOST, Season 4",TV Shows,1.99,15.86
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833.0400000000016,Battlestar Galactica,"Battlestar Galactica, Season 3",TV Shows,1.99,14.91
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833.0400000000016,Heroes,"Heroes, Season 1",Drama,1.99,14.91
João,Fernandes,Portugal,Lisbon,State is Unknown,Margaret,Park,775.4000000000005,Aquaman,Aquaman,TV Shows,1.99,10.91
João,Fernandes,Portugal,Lisbon,State is Unknown,Margaret,Park,775.4000000000005,Battlestar Galactica (Classic),"Battlestar Galactica (Classic), Season 1",Sci Fi & Fantasy,1.99,10.91
Jack,Smith,USA,Redmond,WA,Steve,Johnson,720.1600000000011,Battlestar Galactica,"Battlestar Galactica, Season 3",Science Fiction,1.99,10.91
Jack,Smith,USA,Redmond,WA,Steve,Johnson,720.1600000000011,Battlestar Galactica,"Battlestar Galactica, Season 3",TV Shows,1.99,10.91
Jennifer,Peterson,Canada,Vancouver,BC,Jane,Peacock,833.0400000000016,Lost,"LOST, Season 4",Drama,1.99,9.91
Joakim,Johansson,Sweden,Stockholm,State is Unknown,Steve,Johnson,720.1600000000011,Battlestar Galactica,"Battlestar Galactica, Season 3",TV Shows,1.99,6.94
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833.0400000000016,Aquaman,Aquaman,TV Shows,1.99,3.98
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833.0400000000016,Lost,"Lost, Season 3",Drama,1.99,3.98
Dominique,Lefebvre,France,Paris,State is Unknown,Margaret,Park,775.4000000000005,Lost,"Lost, Season 3",Drama,1.99,2.98
Manoj,Pareek,India,Delhi,State is Unknown,Jane,Peacock,833.0400000000016,The Office,"The Office, Season 1",TV Shows,1.99,1.99
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833.0400000000016,Battlestar Galactica (Classic),"Battlestar Galactica (Classic), Season 1",Sci Fi & Fantasy,1.99,1.99
Tim,Goyer,USA,Cupertino,CA,Jane,Peacock,833.0400000000016,The Office,"The Office, Season 3",TV Shows,1.99,1.99
Camille,Bernard,France,Paris,State is Unknown,Margaret,Park,775.4000000000005,Heroes,"Heroes, Season 1",Drama,1.99,1.99
Richard,Cunningham,USA,Fort Worth,TX,Margaret,Park,775.4000000000005,U2,Achtung Baby,Rock,1.98,23.86
Hugh,O'Reilly,Ireland,Dublin,Dublin,Jane,Peacock,833.0400000000016,U2,B-Sides 1980-1990,Rock,1.98,21.86
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833.0400000000016,Lenny Kravitz,Greatest Hits,Metal,1.98,21.86
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833.0400000000016,Zeca Pagodinho,Ao Vivo [IMPORT],Latin,1.98,21.86
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720.1600000000011,U2,Achtung Baby,Rock,1.98,18.86
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720.1600000000011,U2,How To Dismantle An Atomic Bomb,Rock,1.98,18.86
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720.1600000000011,U2,Rattle And Hum,Rock,1.98,18.86
Victor,Stevens,USA,Madison,WI,Steve,Johnson,720.1600000000011,Van Halen,Van Halen III,Rock,1.98,18.86
Victor,Stevens,USA,Madison,WI,Steve,Johnson,720.1600000000011,Vinícius De Moraes,Vinicius De Moraes,Latin,1.98,18.86
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833.0400000000016,Audioslave,Revelations,Alternative,1.98,16.86
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833.0400000000016,House Of Pain,House of Pain,Hip Hop/Rap,1.98,16.86
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833.0400000000016,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,1.98,16.86
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775.4000000000005,Lenny Kravitz,Greatest Hits,Metal,1.98,16.86
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775.4000000000005,Van Halen,"The Best Of Van Halen, Vol. I",Rock,1.98,16.86
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775.4000000000005,Velvet Revolver,Contraband,Rock,1.98,16.86
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775.4000000000005,Zeca Pagodinho,Ao Vivo [IMPORT],Latin,1.98,16.86
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833.0400000000016,Amy Winehouse,Back to Black,R&B/Soul,1.98,15.86
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833.0400000000016,Audioslave,Revelations,Alternative,1.98,15.86
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833.0400000000016,Temple of the Dog,Temple of the Dog,Alternative,1.98,15.86
Bjørn,Hansen,Norway,Oslo,State is Unknown,Margaret,Park,775.4000000000005,Chris Cornell,Carry On,Alternative,1.98,15.86
Bjørn,Hansen,Norway,Oslo,State is Unknown,Margaret,Park,775.4000000000005,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,1.98,15.86
Edward,Francis,Canada,Ottawa,ON,Jane,Peacock,833.0400000000016,Pearl Jam,Live On Two Legs [Live],Rock,1.98,13.86
Edward,Francis,Canada,Ottawa,ON,Jane,Peacock,833.0400000000016,Pearl Jam,Pearl Jam,Alternative & Punk,1.98,13.86
Edward,Francis,Canada,Ottawa,ON,Jane,Peacock,833.0400000000016,Pearl Jam,Vs.,Rock,1.98,13.86
Edward,Francis,Canada,Ottawa,ON,Jane,Peacock,833.0400000000016,Planet Hemp,Os Cães Ladram Mas A Caravana Não Pára,Hip Hop/Rap,1.98,13.86
Ellie,Sullivan,Canada,Yellowknife,NT,Jane,Peacock,833.0400000000016,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Latin,1.98,13.86
Ellie,Sullivan,Canada,Yellowknife,NT,Jane,Peacock,833.0400000000016,Marillion,Misplaced Childhood,Rock,1.98,13.86
Ellie,Sullivan,Canada,Yellowknife,NT,Jane,Peacock,833.0400000000016,Marisa Monte,Barulhinho Bom,Latin,1.98,13.86
Ellie,Sullivan,Canada,Yellowknife,NT,Jane,Peacock,833.0400000000016,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),R&B/Soul,1.98,13.86
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Latin,1.98,13.86
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,Legião Urbana,Mais Do Mesmo,Latin,1.98,13.86
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Latin,1.98,13.86
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Latin,1.98,13.86
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,Marisa Monte,Barulhinho Bom,Latin,1.98,13.86
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833.0400000000016,Audioslave,Audioslave,Rock,1.98,13.86
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833.0400000000016,BackBeat,BackBeat Soundtrack,Rock And Roll,1.98,13.86
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833.0400000000016,Body Count,Body Count,Alternative & Punk,1.98,13.86
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833.0400000000016,Bruce Dickinson,Chemical Wedding,Metal,1.98,13.86
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833.0400000000016,Foo Fighters,The Colour And The Shape,Rock,1.98,13.86
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833.0400000000016,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening,1.98,13.86
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833.0400000000016,Funk Como Le Gusta,Roda De Funk,Latin,1.98,13.86
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833.0400000000016,Gilberto Gil,As Canções de Eu Tu Eles,Soundtrack,1.98,13.86
Jennifer,Peterson,Canada,Vancouver,BC,Jane,Peacock,833.0400000000016,Jorge Ben,Jorge Ben Jor 25 Anos,Latin,1.98,13.86
Jennifer,Peterson,Canada,Vancouver,BC,Jane,Peacock,833.0400000000016,João Suplicy,Cafezinho,World,1.98,13.86
Jennifer,Peterson,Canada,Vancouver,BC,Jane,Peacock,833.0400000000016,Kiss,Unplugged [Live],Rock,1.98,13.86
Luís,Gonçalves,Brazil,São José dos Campos,SP,Jane,Peacock,833.0400000000016,Chico Science & Nação Zumbi,Da Lama Ao Caos,Latin,1.98,13.86
Luís,Gonçalves,Brazil,São José dos Campos,SP,Jane,Peacock,833.0400000000016,Cidade Negra,Acústico MTV [Live],Reggae,1.98,13.86
Luís,Gonçalves,Brazil,São José dos Campos,SP,Jane,Peacock,833.0400000000016,Various Artists,Axé Bahia 2001,Pop,1.98,13.86
Luís,Gonçalves,Brazil,São José dos Campos,SP,Jane,Peacock,833.0400000000016,Various Artists,Carnaval 2001,Soundtrack,1.98,13.86
Manoj,Pareek,India,Delhi,State is Unknown,Jane,Peacock,833.0400000000016,Def Leppard,Vault: Def Leppard's Greatest Hits,Rock,1.98,13.86
Manoj,Pareek,India,Delhi,State is Unknown,Jane,Peacock,833.0400000000016,Djavan,Djavan Ao Vivo - Vol. 02,Latin,1.98,13.86
Manoj,Pareek,India,Delhi,State is Unknown,Jane,Peacock,833.0400000000016,Elis Regina,Elis Regina-Minha História,Latin,1.98,13.86
Michelle,Brooks,USA,New York,NY,Jane,Peacock,833.0400000000016,Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Latin,1.98,13.86
Michelle,Brooks,USA,New York,NY,Jane,Peacock,833.0400000000016,Deep Purple,The Battle Rages On,Rock,1.98,13.86
Niklas,Schröder,Germany,Berlin,State is Unknown,Jane,Peacock,833.0400000000016,Def Leppard,Vault: Def Leppard's Greatest Hits,Rock,1.98,13.86
Phil,Hughes,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Latin,1.98,13.86
Phil,Hughes,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,Marisa Monte,Barulhinho Bom,Latin,1.98,13.86
Phil,Hughes,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),R&B/Soul,1.98,13.86
Phil,Hughes,United Kingdom,London,State is Unknown,Jane,Peacock,833.0400000000016,Metallica,Garage Inc. (Disc 2),Metal,1.98,13.86
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833.0400000000016,Chico Buarque,Minha Historia,Latin,1.98,13.86
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833.0400000000016,Gene Krupa,Up An' Atom,Jazz,1.98,13.86
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833.0400000000016,Miles Davis,The Essential Miles Davis [Disc 1],Jazz,1.98,13.86
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833.0400000000016,Santana,Supernatural,Rock,1.98,13.86
Robert,Brown,Canada,Toronto,ON,Jane,Peacock,833.0400000000016,Red Hot Chili Peppers,Californication,Rock,1.98,13.86
Robert,Brown,Canada,Toronto,ON,Jane,Peacock,833.0400000000016,Skank,Maquinarama,Rock,1.98,13.86
Robert,Brown,Canada,Toronto,ON,Jane,Peacock,833.0400000000016,Smashing Pumpkins,Judas 0: B-Sides and Rarities,Alternative & Punk,1.98,13.86
Robert,Brown,Canada,Toronto,ON,Jane,Peacock,833.0400000000016,Smashing Pumpkins,Rotten Apples: Greatest Hits,Alternative & Punk,1.98,13.86
Roberto,Almeida,Brazil,Rio de Janeiro,RJ,Jane,Peacock,833.0400000000016,Milton Nascimento,Minas,Latin,1.98,13.86
Roberto,Almeida,Brazil,Rio de Janeiro,RJ,Jane,Peacock,833.0400000000016,Mônica Marianno,Demorou...,World,1.98,13.86
Roberto,Almeida,Brazil,Rio de Janeiro,RJ,Jane,Peacock,833.0400000000016,Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,1.98,13.86
Roberto,Almeida,Brazil,Rio de Janeiro,RJ,Jane,Peacock,833.0400000000016,Nirvana,Nevermind,Rock,1.98,13.86
Roberto,Almeida,Brazil,Rio de Janeiro,RJ,Jane,Peacock,833.0400000000016,Olodum,Olodum,Latin,1.98,13.86
Terhi,Hämäläinen,Finland,Helsinki,State is Unknown,Jane,Peacock,833.0400000000016,Lenny Kravitz,Greatest Hits,Metal,1.98,13.86
Terhi,Hämäläinen,Finland,Helsinki,State is Unknown,Jane,Peacock,833.0400000000016,Van Halen,"The Best Of Van Halen, Vol. I",Rock,1.98,13.86
Terhi,Hämäläinen,Finland,Helsinki,State is Unknown,Jane,Peacock,833.0400000000016,Van Halen,Van Halen,Rock,1.98,13.86
Terhi,Hämäläinen,Finland,Helsinki,State is Unknown,Jane,Peacock,833.0400000000016,Vinícius De Moraes,Vinicius De Moraes,Latin,1.98,13.86
Terhi,Hämäläinen,Finland,Helsinki,State is Unknown,Jane,Peacock,833.0400000000016,Zeca Pagodinho,Ao Vivo [IMPORT],Latin,1.98,13.86
Tim,Goyer,USA,Cupertino,CA,Jane,Peacock,833.0400000000016,Def Leppard,Vault: Def Leppard's Greatest Hits,Rock,1.98,13.86
Tim,Goyer,USA,Cupertino,CA,Jane,Peacock,833.0400000000016,Djavan,Djavan Ao Vivo - Vol. 1,Latin,1.98,13.86
Tim,Goyer,USA,Cupertino,CA,Jane,Peacock,833.0400000000016,Eric Clapton,The Cream Of Clapton,Blues,1.98,13.86
Wyatt,Girard,France,Bordeaux,State is Unknown,Jane,Peacock,833.0400000000016,Alice In Chains,Facelift,Rock,1.98,13.86
Wyatt,Girard,France,Bordeaux,State is Unknown,Jane,Peacock,833.0400000000016,Audioslave,Audioslave,Rock,1.98,13.86
Wyatt,Girard,France,Bordeaux,State is Unknown,Jane,Peacock,833.0400000000016,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,1.98,13.86
Aaron,Mitchell,Canada,Winnipeg,MB,Margaret,Park,775.4000000000005,Mötley Crüe,Motley Crue Greatest Hits,Metal,1.98,13.86
Aaron,Mitchell,Canada,Winnipeg,MB,Margaret,Park,775.4000000000005,Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,1.98,13.86
Aaron,Mitchell,Canada,Winnipeg,MB,Margaret,Park,775.4000000000005,O Terço,Compositores,Rock,1.98,13.86
Camille,Bernard,France,Paris,State is Unknown,Margaret,Park,775.4000000000005,Ed Motta,The Best of Ed Motta,Latin,1.98,13.86
Camille,Bernard,France,Paris,State is Unknown,Margaret,Park,775.4000000000005,Gonzaguinha,Meus Momentos,Latin,1.98,13.86
Camille,Bernard,France,Paris,State is Unknown,Margaret,Park,775.4000000000005,Os Mutantes,Minha História,Alternative & Punk,1.98,13.86
Camille,Bernard,France,Paris,State is Unknown,Margaret,Park,775.4000000000005,Various Artists,Sambas De Enredo 2001,Latin,1.98,13.86
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775.4000000000005,The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,1.98,13.86
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775.4000000000005,The Rolling Stones,"Hot Rocks, 1964-1971 (Disc 1)",Rock,1.98,13.86
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775.4000000000005,The Rolling Stones,Voodoo Lounge,Rock,1.98,13.86
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775.4000000000005,The Tea Party,Tangents,Alternative & Punk,1.98,13.86
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775.4000000000005,The Who,My Generation - The Very Best Of The Who,Rock,1.98,13.86
Dan,Miller,USA,Mountain View,CA,Margaret,Park,775.4000000000005,Ed Motta,The Best of Ed Motta,Latin,1.98,13.86
Dan,Miller,USA,Mountain View,CA,Margaret,Park,775.4000000000005,Gene Krupa,Up An' Atom,Jazz,1.98,13.86
Dan,Miller,USA,Mountain View,CA,Margaret,Park,775.4000000000005,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Bossa Nova,1.98,13.86
Dan,Miller,USA,Mountain View,CA,Margaret,Park,775.4000000000005,Various Artists,Sambas De Enredo 2001,Latin,1.98,13.86
Diego,Gutiérrez,Argentina,Buenos Aires,State is Unknown,Margaret,Park,775.4000000000005,Falamansa,Deixa Entrar,Latin,1.98,13.86
Diego,Gutiérrez,Argentina,Buenos Aires,State is Unknown,Margaret,Park,775.4000000000005,Foo Fighters,The Colour And The Shape,Rock,1.98,13.86
Diego,Gutiérrez,Argentina,Buenos Aires,State is Unknown,Margaret,Park,775.4000000000005,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening,1.98,13.86
Diego,Gutiérrez,Argentina,Buenos Aires,State is Unknown,Margaret,Park,775.4000000000005,Funk Como Le Gusta,Roda De Funk,Latin,1.98,13.86
Dominique,Lefebvre,France,Paris,State is Unknown,Margaret,Park,775.4000000000005,Miles Davis,The Essential Miles Davis [Disc 1],Jazz,1.98,13.86
Dominique,Lefebvre,France,Paris,State is Unknown,Margaret,Park,775.4000000000005,Santana,Supernatural,Rock,1.98,13.86
Dominique,Lefebvre,France,Paris,State is Unknown,Margaret,Park,775.4000000000005,Various Artists,Vozes do MPB,Latin,1.98,13.86
Eduardo,Martins,Brazil,São Paulo,SP,Margaret,Park,775.4000000000005,Lenny Kravitz,Greatest Hits,Reggae,1.98,13.86
Eduardo,Martins,Brazil,São Paulo,SP,Margaret,Park,775.4000000000005,Passengers,Original Soundtracks 1,Soundtrack,1.98,13.86
Eduardo,Martins,Brazil,São Paulo,SP,Margaret,Park,775.4000000000005,Pearl Jam,Live On Two Legs [Live],Rock,1.98,13.86
Eduardo,Martins,Brazil,São Paulo,SP,Margaret,Park,775.4000000000005,Pearl Jam,Riot Act,Rock,1.98,13.86
Fernanda,Ramos,Brazil,Brasília,DF,Margaret,Park,775.4000000000005,Legião Urbana,Mais Do Mesmo,Latin,1.98,13.86
Fernanda,Ramos,Brazil,Brasília,DF,Margaret,Park,775.4000000000005,Lenny Kravitz,Greatest Hits,Rock,1.98,13.86
Fernanda,Ramos,Brazil,Brasília,DF,Margaret,Park,775.4000000000005,Marisa Monte,Barulhinho Bom,Latin,1.98,13.86
Fernanda,Ramos,Brazil,Brasília,DF,Margaret,Park,775.4000000000005,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),R&B/Soul,1.98,13.86
Frank,Harris,USA,Mountain View,CA,Margaret,Park,775.4000000000005,Iron Maiden,Dance Of Death,Heavy Metal,1.98,13.86
Frank,Harris,USA,Mountain View,CA,Margaret,Park,775.4000000000005,Iron Maiden,Live After Death,Metal,1.98,13.86
Heather,Leacock,USA,Orlando,FL,Margaret,Park,775.4000000000005,Alanis Morissette,Jagged Little Pill,Rock,1.98,13.86
Heather,Leacock,USA,Orlando,FL,Margaret,Park,775.4000000000005,Antônio Carlos Jobim,Warner 25 Anos,Jazz,1.98,13.86
Heather,Leacock,USA,Orlando,FL,Margaret,Park,775.4000000000005,BackBeat,BackBeat Soundtrack,Rock And Roll,1.98,13.86
John,Gordon,USA,Boston,MA,Margaret,Park,775.4000000000005,Audioslave,Out Of Exile,Alternative & Punk,1.98,13.86
John,Gordon,USA,Boston,MA,Margaret,Park,775.4000000000005,Body Count,Body Count,Alternative & Punk,1.98,13.86
John,Gordon,USA,Boston,MA,Margaret,Park,775.4000000000005,Caetano Veloso,Prenda Minha,Latin,1.98,13.86
João,Fernandes,Portugal,Lisbon,State is Unknown,Margaret,Park,775.4000000000005,Jamiroquai,Synkronized,R&B/Soul,1.98,13.86
João,Fernandes,Portugal,Lisbon,State is Unknown,Margaret,Park,775.4000000000005,Jimi Hendrix,Are You Experienced?,Rock,1.98,13.86
João,Fernandes,Portugal,Lisbon,State is Unknown,Margaret,Park,775.4000000000005,Jorge Ben,Jorge Ben Jor 25 Anos,Latin,1.98,13.86
João,Fernandes,Portugal,Lisbon,State is Unknown,Margaret,Park,775.4000000000005,João Suplicy,Cafezinho,World,1.98,13.86
Kara,Nielsen,Denmark,Copenhagen,State is Unknown,Margaret,Park,775.4000000000005,Lenny Kravitz,Greatest Hits,Rock,1.98,13.86
Kara,Nielsen,Denmark,Copenhagen,State is Unknown,Margaret,Park,775.4000000000005,Red Hot Chili Peppers,Californication,Rock,1.98,13.86
Kara,Nielsen,Denmark,Copenhagen,State is Unknown,Margaret,Park,775.4000000000005,Rush,Retrospective I (1974-1980),Rock,1.98,13.86
Kara,Nielsen,Denmark,Copenhagen,State is Unknown,Margaret,Park,775.4000000000005,Smashing Pumpkins,Judas 0: B-Sides and Rarities,Alternative & Punk,1.98,13.86
Madalena,Sampaio,Portugal,Porto,State is Unknown,Margaret,Park,775.4000000000005,Incognito,Blue Moods,Jazz,1.98,13.86
Madalena,Sampaio,Portugal,Porto,State is Unknown,Margaret,Park,775.4000000000005,Iron Maiden,Brave New World,Rock,1.98,13.86
Madalena,Sampaio,Portugal,Porto,State is Unknown,Margaret,Park,775.4000000000005,Iron Maiden,Live After Death,Metal,1.98,13.86
Mark,Taylor,Australia,Sidney,NSW,Margaret,Park,775.4000000000005,Iron Maiden,A Real Dead One,Metal,1.98,13.86
Mark,Taylor,Australia,Sidney,NSW,Margaret,Park,775.4000000000005,Iron Maiden,Fear Of The Dark,Rock,1.98,13.86
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775.4000000000005,The Clash,The Singles,Alternative & Punk,1.98,13.86
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775.4000000000005,The Cult,Beyond Good And Evil,Rock,1.98,13.86
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775.4000000000005,The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,1.98,13.86
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775.4000000000005,The Police,The Police Greatest Hits,Rock,1.98,13.86
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775.4000000000005,The Rolling Stones,Voodoo Lounge,Rock,1.98,13.86
