FirstName,LastName,BillingCountry,BillingCity,billingState,Sale_FirstName,Sale_LastName,salesMade,ArtistName,AlbumName,GenreName,trackSales,invoiceSales,monthBucket
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833,The Office,"The Office, Season 3",TV Shows,1.99,21.86,Febuary
Hugh,O'Reilly,Ireland,Dublin,Dublin,Jane,Peacock,833,Lost,"Lost, Season 1",TV Shows,1.99,21.86,April
Hugh,O'Reilly,Ireland,Dublin,Dublin,Jane,Peacock,833,Lost,"Lost, Season 2",Drama,1.99,21.86,April
Victor,Stevens,USA,Madison,WI,Steve,Johnson,720,The Office,"The Office, Season 1",TV Shows,1.99,18.86,May
Victor,Stevens,USA,Madison,WI,Steve,Johnson,720,The Office,"The Office, Season 3",Comedy,1.99,18.86,May
Victor,Stevens,USA,Madison,WI,Steve,Johnson,720,The Office,"The Office, Season 3",TV Shows,1.99,18.86,May
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720,Lost,"Lost, Season 2",Drama,1.99,18.86,January
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720,Lost,"Lost, Season 2",TV Shows,1.99,18.86,January
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720,Battlestar Galactica,"Battlestar Galactica, Season 3",Sci Fi & Fantasy,1.99,17.91,January
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720,Lost,"Lost, Season 1",TV Shows,1.99,17.91,January
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720,Lost,"Lost, Season 3",Drama,1.99,17.91,January
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720,Lost,"Lost, Season 3",TV Shows,1.99,17.91,January
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833,Lost,"LOST, Season 4",TV Shows,1.99,16.86,October
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775,Heroes,"Heroes, Season 1",Drama,1.99,16.86,September
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775,The Office,"The Office, Season 1",TV Shows,1.99,16.86,September
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775,The Office,"The Office, Season 2",TV Shows,1.99,16.86,September
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833,Lost,"LOST, Season 4",TV Shows,1.99,15.86,March
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833,The Office,"The Office, Season 3",Comedy,1.99,15.86,March
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833,Battlestar Galactica,"Battlestar Galactica, Season 3",TV Shows,1.99,14.91,April
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833,Heroes,"Heroes, Season 1",Drama,1.99,14.91,April
João,Fernandes,Portugal,Lisbon,State is Unknown,Margaret,Park,775,Aquaman,Aquaman,TV Shows,1.99,10.91,October
João,Fernandes,Portugal,Lisbon,State is Unknown,Margaret,Park,775,Battlestar Galactica (Classic),"Battlestar Galactica (Classic), Season 1",Sci Fi & Fantasy,1.99,10.91,October
Jack,Smith,USA,Redmond,WA,Steve,Johnson,720,Battlestar Galactica,"Battlestar Galactica, Season 3",Science Fiction,1.99,10.91,July
Jack,Smith,USA,Redmond,WA,Steve,Johnson,720,Battlestar Galactica,"Battlestar Galactica, Season 3",TV Shows,1.99,10.91,July
Jennifer,Peterson,Canada,Vancouver,BC,Jane,Peacock,833,Lost,"LOST, Season 4",Drama,1.99,9.91,March
Joakim,Johansson,Sweden,Stockholm,State is Unknown,Steve,Johnson,720,Battlestar Galactica,"Battlestar Galactica, Season 3",TV Shows,1.99,6.94,January
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833,Aquaman,Aquaman,TV Shows,1.99,3.98,March
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833,Lost,"Lost, Season 3",Drama,1.99,3.98,March
Dominique,Lefebvre,France,Paris,State is Unknown,Margaret,Park,775,Lost,"Lost, Season 3",Drama,1.99,2.98,June
Tim,Goyer,USA,Cupertino,CA,Jane,Peacock,833,The Office,"The Office, Season 3",TV Shows,1.99,1.99,September
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833,Battlestar Galactica (Classic),"Battlestar Galactica (Classic), Season 1",Sci Fi & Fantasy,1.99,1.99,Febuary
Manoj,Pareek,India,Delhi,State is Unknown,Jane,Peacock,833,The Office,"The Office, Season 1",TV Shows,1.99,1.99,December
Camille,Bernard,France,Paris,State is Unknown,Margaret,Park,775,Heroes,"Heroes, Season 1",Drama,1.99,1.99,June
Richard,Cunningham,USA,Fort Worth,TX,Margaret,Park,775,U2,Achtung Baby,Rock,1.98,47.72,August
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833,Lenny Kravitz,Greatest Hits,Metal,1.98,43.72,Febuary
Ladislav,Kovács,Hungary,Budapest,State is Unknown,Jane,Peacock,833,Zeca Pagodinho,Ao Vivo [IMPORT],Latin,1.98,43.72,Febuary
Hugh,O'Reilly,Ireland,Dublin,Dublin,Jane,Peacock,833,U2,B-Sides 1980-1990,Rock,1.98,43.72,April
Victor,Stevens,USA,Madison,WI,Steve,Johnson,720,Van Halen,Van Halen III,Rock,1.98,37.72,May
Victor,Stevens,USA,Madison,WI,Steve,Johnson,720,Vinícius De Moraes,Vinicius De Moraes,Latin,1.98,37.72,May
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720,U2,Achtung Baby,Rock,1.98,37.72,January
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720,U2,How To Dismantle An Atomic Bomb,Rock,1.98,37.72,January
Astrid,Gruber,Austria,Vienne,State is Unknown,Steve,Johnson,720,U2,Rattle And Hum,Rock,1.98,37.72,January
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833,Audioslave,Revelations,Alternative,1.98,33.72,October
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833,House Of Pain,House of Pain,Hip Hop/Rap,1.98,33.72,October
Isabelle,Mercier,France,Dijon,State is Unknown,Jane,Peacock,833,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,1.98,33.72,October
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775,Lenny Kravitz,Greatest Hits,Metal,1.98,33.72,September
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775,Van Halen,"The Best Of Van Halen, Vol. I",Rock,1.98,33.72,September
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775,Velvet Revolver,Contraband,Rock,1.98,33.72,September
František,Wichterlová,Czech Republic,Prague,State is Unknown,Margaret,Park,775,Zeca Pagodinho,Ao Vivo [IMPORT],Latin,1.98,33.72,September
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833,Amy Winehouse,Back to Black,R&B/Soul,1.98,31.72,March
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833,Audioslave,Revelations,Alternative,1.98,31.72,March
Frank,Ralston,USA,Chicago,IL,Jane,Peacock,833,Temple of the Dog,Temple of the Dog,Alternative,1.98,31.72,March
Bjørn,Hansen,Norway,Oslo,State is Unknown,Margaret,Park,775,Chris Cornell,Carry On,Alternative,1.98,31.72,June
Bjørn,Hansen,Norway,Oslo,State is Unknown,Margaret,Park,775,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,1.98,31.72,June
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833,Chico Buarque,Minha Historia,Latin,1.98,27.72,September
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833,Gene Krupa,Up An' Atom,Jazz,1.98,27.72,September
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833,Miles Davis,The Essential Miles Davis [Disc 1],Jazz,1.98,27.72,September
Puja,Srivastava,India,Bangalore,State is Unknown,Jane,Peacock,833,Santana,Supernatural,Rock,1.98,27.72,September
Niklas,Schröder,Germany,Berlin,State is Unknown,Jane,Peacock,833,Def Leppard,Vault: Def Leppard's Greatest Hits,Rock,1.98,27.72,October
Ellie,Sullivan,Canada,Yellowknife,NT,Jane,Peacock,833,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Latin,1.98,27.72,November
Ellie,Sullivan,Canada,Yellowknife,NT,Jane,Peacock,833,Marillion,Misplaced Childhood,Rock,1.98,27.72,November
Ellie,Sullivan,Canada,Yellowknife,NT,Jane,Peacock,833,Marisa Monte,Barulhinho Bom,Latin,1.98,27.72,November
Ellie,Sullivan,Canada,Yellowknife,NT,Jane,Peacock,833,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),R&B/Soul,1.98,27.72,November
Edward,Francis,Canada,Ottawa,ON,Jane,Peacock,833,Pearl Jam,Live On Two Legs [Live],Rock,1.98,27.72,May
Edward,Francis,Canada,Ottawa,ON,Jane,Peacock,833,Pearl Jam,Pearl Jam,Alternative & Punk,1.98,27.72,May
Edward,Francis,Canada,Ottawa,ON,Jane,Peacock,833,Pearl Jam,Vs.,Rock,1.98,27.72,May
Edward,Francis,Canada,Ottawa,ON,Jane,Peacock,833,Planet Hemp,Os Cães Ladram Mas A Caravana Não Pára,Hip Hop/Rap,1.98,27.72,May
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833,Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Latin,1.98,27.72,June
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833,Legião Urbana,Mais Do Mesmo,Latin,1.98,27.72,June
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Latin,1.98,27.72,June
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Latin,1.98,27.72,June
Emma,Jones,United Kingdom,London,State is Unknown,Jane,Peacock,833,Marisa Monte,Barulhinho Bom,Latin,1.98,27.72,June
Jennifer,Peterson,Canada,Vancouver,BC,Jane,Peacock,833,Jorge Ben,Jorge Ben Jor 25 Anos,Latin,1.98,27.72,July
Jennifer,Peterson,Canada,Vancouver,BC,Jane,Peacock,833,João Suplicy,Cafezinho,World,1.98,27.72,July
Jennifer,Peterson,Canada,Vancouver,BC,Jane,Peacock,833,Kiss,Unplugged [Live],Rock,1.98,27.72,July
Manoj,Pareek,India,Delhi,State is Unknown,Jane,Peacock,833,Def Leppard,Vault: Def Leppard's Greatest Hits,Rock,1.98,27.72,July
Manoj,Pareek,India,Delhi,State is Unknown,Jane,Peacock,833,Djavan,Djavan Ao Vivo - Vol. 02,Latin,1.98,27.72,July
Manoj,Pareek,India,Delhi,State is Unknown,Jane,Peacock,833,Elis Regina,Elis Regina-Minha História,Latin,1.98,27.72,July
Wyatt,Girard,France,Bordeaux,State is Unknown,Jane,Peacock,833,Alice In Chains,Facelift,Rock,1.98,27.72,July
Wyatt,Girard,France,Bordeaux,State is Unknown,Jane,Peacock,833,Audioslave,Audioslave,Rock,1.98,27.72,July
Wyatt,Girard,France,Bordeaux,State is Unknown,Jane,Peacock,833,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,1.98,27.72,July
Michelle,Brooks,USA,New York,NY,Jane,Peacock,833,Cássia Eller,Cássia Eller - Sem Limite [Disc 1],Latin,1.98,27.72,Febuary
Michelle,Brooks,USA,New York,NY,Jane,Peacock,833,Deep Purple,The Battle Rages On,Rock,1.98,27.72,Febuary
Robert,Brown,Canada,Toronto,ON,Jane,Peacock,833,Red Hot Chili Peppers,Californication,Rock,1.98,27.72,Febuary
Robert,Brown,Canada,Toronto,ON,Jane,Peacock,833,Skank,Maquinarama,Rock,1.98,27.72,Febuary
Robert,Brown,Canada,Toronto,ON,Jane,Peacock,833,Smashing Pumpkins,Judas 0: B-Sides and Rarities,Alternative & Punk,1.98,27.72,Febuary
Robert,Brown,Canada,Toronto,ON,Jane,Peacock,833,Smashing Pumpkins,Rotten Apples: Greatest Hits,Alternative & Punk,1.98,27.72,Febuary
Luís,Gonçalves,Brazil,São José dos Campos,SP,Jane,Peacock,833,Chico Science & Nação Zumbi,Da Lama Ao Caos,Latin,1.98,27.72,December
Luís,Gonçalves,Brazil,São José dos Campos,SP,Jane,Peacock,833,Cidade Negra,Acústico MTV [Live],Reggae,1.98,27.72,December
Luís,Gonçalves,Brazil,São José dos Campos,SP,Jane,Peacock,833,Various Artists,Axé Bahia 2001,Pop,1.98,27.72,December
Luís,Gonçalves,Brazil,São José dos Campos,SP,Jane,Peacock,833,Various Artists,Carnaval 2001,Soundtrack,1.98,27.72,December
Roberto,Almeida,Brazil,Rio de Janeiro,RJ,Jane,Peacock,833,Milton Nascimento,Minas,Latin,1.98,27.72,December
Roberto,Almeida,Brazil,Rio de Janeiro,RJ,Jane,Peacock,833,Mônica Marianno,Demorou...,World,1.98,27.72,December
Roberto,Almeida,Brazil,Rio de Janeiro,RJ,Jane,Peacock,833,Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,1.98,27.72,December
Roberto,Almeida,Brazil,Rio de Janeiro,RJ,Jane,Peacock,833,Nirvana,Nevermind,Rock,1.98,27.72,December
Roberto,Almeida,Brazil,Rio de Janeiro,RJ,Jane,Peacock,833,Olodum,Olodum,Latin,1.98,27.72,December
Terhi,Hämäläinen,Finland,Helsinki,State is Unknown,Jane,Peacock,833,Lenny Kravitz,Greatest Hits,Metal,1.98,27.72,December
Terhi,Hämäläinen,Finland,Helsinki,State is Unknown,Jane,Peacock,833,Van Halen,"The Best Of Van Halen, Vol. I",Rock,1.98,27.72,December
Terhi,Hämäläinen,Finland,Helsinki,State is Unknown,Jane,Peacock,833,Van Halen,Van Halen,Rock,1.98,27.72,December
Terhi,Hämäläinen,Finland,Helsinki,State is Unknown,Jane,Peacock,833,Vinícius De Moraes,Vinicius De Moraes,Latin,1.98,27.72,December
Terhi,Hämäläinen,Finland,Helsinki,State is Unknown,Jane,Peacock,833,Zeca Pagodinho,Ao Vivo [IMPORT],Latin,1.98,27.72,December
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833,Foo Fighters,The Colour And The Shape,Rock,1.98,27.72,August
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening,1.98,27.72,August
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833,Funk Como Le Gusta,Roda De Funk,Latin,1.98,27.72,August
Fynn,Zimmermann,Germany,Frankfurt,State is Unknown,Jane,Peacock,833,Gilberto Gil,As Canções de Eu Tu Eles,Soundtrack,1.98,27.72,August
Phil,Hughes,United Kingdom,London,State is Unknown,Jane,Peacock,833,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Latin,1.98,27.72,August
Phil,Hughes,United Kingdom,London,State is Unknown,Jane,Peacock,833,Marisa Monte,Barulhinho Bom,Latin,1.98,27.72,August
Phil,Hughes,United Kingdom,London,State is Unknown,Jane,Peacock,833,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),R&B/Soul,1.98,27.72,August
Phil,Hughes,United Kingdom,London,State is Unknown,Jane,Peacock,833,Metallica,Garage Inc. (Disc 2),Metal,1.98,27.72,August
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833,Audioslave,Audioslave,Rock,1.98,27.72,April
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833,BackBeat,BackBeat Soundtrack,Rock And Roll,1.98,27.72,April
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833,Body Count,Body Count,Alternative & Punk,1.98,27.72,April
François,Tremblay,Canada,Montréal,QC,Jane,Peacock,833,Bruce Dickinson,Chemical Wedding,Metal,1.98,27.72,April
Tim,Goyer,USA,Cupertino,CA,Jane,Peacock,833,Def Leppard,Vault: Def Leppard's Greatest Hits,Rock,1.98,27.72,April
Tim,Goyer,USA,Cupertino,CA,Jane,Peacock,833,Djavan,Djavan Ao Vivo - Vol. 1,Latin,1.98,27.72,April
Tim,Goyer,USA,Cupertino,CA,Jane,Peacock,833,Eric Clapton,The Cream Of Clapton,Blues,1.98,27.72,April
Aaron,Mitchell,Canada,Winnipeg,MB,Margaret,Park,775,Mötley Crüe,Motley Crue Greatest Hits,Metal,1.98,27.72,September
Aaron,Mitchell,Canada,Winnipeg,MB,Margaret,Park,775,Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,1.98,27.72,September
Aaron,Mitchell,Canada,Winnipeg,MB,Margaret,Park,775,O Terço,Compositores,Rock,1.98,27.72,September
Frank,Harris,USA,Mountain View,CA,Margaret,Park,775,Iron Maiden,Dance Of Death,Heavy Metal,1.98,27.72,September
Frank,Harris,USA,Mountain View,CA,Margaret,Park,775,Iron Maiden,Live After Death,Metal,1.98,27.72,September
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775,The Clash,The Singles,Alternative & Punk,1.98,27.72,October
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775,The Cult,Beyond Good And Evil,Rock,1.98,27.72,October
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775,The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,1.98,27.72,October
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775,The Police,The Police Greatest Hits,Rock,1.98,27.72,October
Patrick,Gray,USA,Tucson,AZ,Margaret,Park,775,The Rolling Stones,Voodoo Lounge,Rock,1.98,27.72,October
Heather,Leacock,USA,Orlando,FL,Margaret,Park,775,Alanis Morissette,Jagged Little Pill,Rock,1.98,27.72,November
Heather,Leacock,USA,Orlando,FL,Margaret,Park,775,Antônio Carlos Jobim,Warner 25 Anos,Jazz,1.98,27.72,November
Heather,Leacock,USA,Orlando,FL,Margaret,Park,775,BackBeat,BackBeat Soundtrack,Rock And Roll,1.98,27.72,November
Stanisław,Wójcik,Poland,Warsaw,State is Unknown,Margaret,Park,775,Lenny Kravitz,Greatest Hits,Rock,1.98,27.72,November
Stanisław,Wójcik,Poland,Warsaw,State is Unknown,Margaret,Park,775,Smashing Pumpkins,Judas 0: B-Sides and Rarities,Alternative & Punk,1.98,27.72,November
Stanisław,Wójcik,Poland,Warsaw,State is Unknown,Margaret,Park,775,Smashing Pumpkins,Rotten Apples: Greatest Hits,Alternative & Punk,1.98,27.72,November
Stanisław,Wójcik,Poland,Warsaw,State is Unknown,Margaret,Park,775,Soundgarden,A-Sides,Rock,1.98,27.72,November
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775,The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",Rock,1.98,27.72,March
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775,The Rolling Stones,"Hot Rocks, 1964-1971 (Disc 1)",Rock,1.98,27.72,March
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775,The Rolling Stones,Voodoo Lounge,Rock,1.98,27.72,March
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775,The Tea Party,Tangents,Alternative & Punk,1.98,27.72,March
Daan,Peeters,Belgium,Brussels,State is Unknown,Margaret,Park,775,The Who,My Generation - The Very Best Of The Who,Rock,1.98,27.72,March
Diego,Gutiérrez,Argentina,Buenos Aires,State is Unknown,Margaret,Park,775,Falamansa,Deixa Entrar,Latin,1.98,27.72,March
Diego,Gutiérrez,Argentina,Buenos Aires,State is Unknown,Margaret,Park,775,Foo Fighters,The Colour And The Shape,Rock,1.98,27.72,March
Diego,Gutiérrez,Argentina,Buenos Aires,State is Unknown,Margaret,Park,775,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],Easy Listening,1.98,27.72,March
Diego,Gutiérrez,Argentina,Buenos Aires,State is Unknown,Margaret,Park,775,Funk Como Le Gusta,Roda De Funk,Latin,1.98,27.72,March
Dominique,Lefebvre,France,Paris,State is Unknown,Margaret,Park,775,Miles Davis,The Essential Miles Davis [Disc 1],Jazz,1.98,27.72,March
Dominique,Lefebvre,France,Paris,State is Unknown,Margaret,Park,775,Santana,Supernatural,Rock,1.98,27.72,March
Dominique,Lefebvre,France,Paris,State is Unknown,Margaret,Park,775,Various Artists,Vozes do MPB,Latin,1.98,27.72,March
Fernanda,Ramos,Brazil,Brasília,DF,Margaret,Park,775,Legião Urbana,Mais Do Mesmo,Latin,1.98,27.72,March
Fernanda,Ramos,Brazil,Brasília,DF,Margaret,Park,775,Lenny Kravitz,Greatest Hits,Rock,1.98,27.72,March
Fernanda,Ramos,Brazil,Brasília,DF,Margaret,Park,775,Marisa Monte,Barulhinho Bom,Latin,1.98,27.72,March
Fernanda,Ramos,Brazil,Brasília,DF,Margaret,Park,775,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),R&B/Soul,1.98,27.72,March
Dan,Miller,USA,Mountain View,CA,Margaret,Park,775,Ed Motta,The Best of Ed Motta,Latin,1.98,27.72,June
Dan,Miller,USA,Mountain View,CA,Margaret,Park,775,Gene Krupa,Up An' Atom,Jazz,1.98,27.72,June
Dan,Miller,USA,Mountain View,CA,Margaret,Park,775,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,Bossa Nova,1.98,27.72,June
Dan,Miller,USA,Mountain View,CA,Margaret,Park,775,Various Artists,Sambas De Enredo 2001,Latin,1.98,27.72,June
Kara,Nielsen,Denmark,Copenhagen,State is Unknown,Margaret,Park,775,Lenny Kravitz,Greatest Hits,Rock,1.98,27.72,June
Kara,Nielsen,Denmark,Copenhagen,State is Unknown,Margaret,Park,775,Red Hot Chili Peppers,Californication,Rock,1.98,27.72,June
Kara,Nielsen,Denmark,Copenhagen,State is Unknown,Margaret,Park,775,Rush,Retrospective I (1974-1980),Rock,1.98,27.72,June
Kara,Nielsen,Denmark,Copenhagen,State is Unknown,Margaret,Park,775,Smashing Pumpkins,Judas 0: B-Sides and Rarities,Alternative & Punk,1.98,27.72,June
Camille,Bernard,France,Paris,State is Unknown,Margaret,Park,775,Ed Motta,The Best of Ed Motta,Latin,1.98,27.72,January
Camille,Bernard,France,Paris,State is Unknown,Margaret,Park,775,Gonzaguinha,Meus Momentos,Latin,1.98,27.72,January
Camille,Bernard,France,Paris,State is Unknown,Margaret,Park,775,Os Mutantes,Minha História,Alternative & Punk,1.98,27.72,January
Camille,Bernard,France,Paris,State is Unknown,Margaret,Park,775,Various Artists,Sambas De Enredo 2001,Latin,1.98,27.72,January
John,Gordon,USA,Boston,MA,Margaret,Park,775,Audioslave,Out Of Exile,Alternative & Punk,1.98,27.72,January
John,Gordon,USA,Boston,MA,Margaret,Park,775,Body Count,Body Count,Alternative & Punk,1.98,27.72,January
John,Gordon,USA,Boston,MA,Margaret,Park,775,Caetano Veloso,Prenda Minha,Latin,1.98,27.72,January
Mark,Taylor,Australia,Sidney,NSW,Margaret,Park,775,Iron Maiden,A Real Dead One,Metal,1.98,27.72,January
Mark,Taylor,Australia,Sidney,NSW,Margaret,Park,775,Iron Maiden,Fear Of The Dark,Rock,1.98,27.72,January
João,Fernandes,Portugal,Lisbon,State is Unknown,Margaret,Park,775,Jamiroquai,Synkronized,R&B/Soul,1.98,27.72,Febuary
João,Fernandes,Portugal,Lisbon,State is Unknown,Margaret,Park,775,Jimi Hendrix,Are You Experienced?,Rock,1.98,27.72,Febuary
João,Fernandes,Portugal,Lisbon,State is Unknown,Margaret,Park,775,Jorge Ben,Jorge Ben Jor 25 Anos,Latin,1.98,27.72,Febuary
João,Fernandes,Portugal,Lisbon,State is Unknown,Margaret,Park,775,João Suplicy,Cafezinho,World,1.98,27.72,Febuary
Eduardo,Martins,Brazil,São Paulo,SP,Margaret,Park,775,Lenny Kravitz,Greatest Hits,Reggae,1.98,27.72,August
Eduardo,Martins,Brazil,São Paulo,SP,Margaret,Park,775,Passengers,Original Soundtracks 1,Soundtrack,1.98,27.72,August
Eduardo,Martins,Brazil,São Paulo,SP,Margaret,Park,775,Pearl Jam,Live On Two Legs [Live],Rock,1.98,27.72,August
Eduardo,Martins,Brazil,São Paulo,SP,Margaret,Park,775,Pearl Jam,Riot Act,Rock,1.98,27.72,August
Madalena,Sampaio,Portugal,Porto,State is Unknown,Margaret,Park,775,Incognito,Blue Moods,Jazz,1.98,27.72,April
Madalena,Sampaio,Portugal,Porto,State is Unknown,Margaret,Park,775,Iron Maiden,Brave New World,Rock,1.98,27.72,April
Madalena,Sampaio,Portugal,Porto,State is Unknown,Margaret,Park,775,Iron Maiden,Live After Death,Metal,1.98,27.72,April
Johannes,Van der Berg,Netherlands,Amsterdam,VV,Steve,Johnson,720,Red Hot Chili Peppers,Blood Sugar Sex Magik,Alternative & Punk,1.98,27.72,September
Johannes,Van der Berg,Netherlands,Amsterdam,VV,Steve,Johnson,720,Red Hot Chili Peppers,By The Way,Rock,1.98,27.72,September
Johannes,Van der Berg,Netherlands,Amsterdam,VV,Steve,Johnson,720,Red Hot Chili Peppers,Californication,Rock,1.98,27.72,September
Johannes,Van der Berg,Netherlands,Amsterdam,VV,Steve,Johnson,720,Skank,Maquinarama,Rock,1.98,27.72,September
Alexandre,Rocha,Brazil,São Paulo,SP,Steve,Johnson,720,Pearl Jam,Vs.,Rock,1.98,27.72,October
Alexandre,Rocha,Brazil,São Paulo,SP,Steve,Johnson,720,Planet Hemp,Os Cães Ladram Mas A Caravana Não Pára,Hip Hop/Rap,1.98,27.72,October
Alexandre,Rocha,Brazil,São Paulo,SP,Steve,Johnson,720,Queen,Greatest Hits I,Rock,1.98,27.72,October
Alexandre,Rocha,Brazil,São Paulo,SP,Steve,Johnson,720,R.E.M.,Green,Alternative & Punk,1.98,27.72,October
Steve,Murray,United Kingdom,Edinburgh,State is Unknown,Steve,Johnson,720,JET,Get Born,Alternative & Punk,1.98,27.72,October
Steve,Murray,United Kingdom,Edinburgh,State is Unknown,Steve,Johnson,720,Jimi Hendrix,Are You Experienced?,Rock,1.98,27.72,October
Steve,Murray,United Kingdom,Edinburgh,State is Unknown,Steve,Johnson,720,Jota Quest,Jota Quest-1995,Latin,1.98,27.72,October
Steve,Murray,United Kingdom,Edinburgh,State is Unknown,Steve,Johnson,720,Judas Priest,Living After Midnight,Metal,1.98,27.72,October
Steve,Murray,United Kingdom,Edinburgh,State is Unknown,Steve,Johnson,720,Kiss,Unplugged [Live],Rock,1.98,27.72,October
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720,Eric Clapton,Unplugged,Latin,1.98,27.72,May
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720,Funk Como Le Gusta,Roda De Funk,Latin,1.98,27.72,May
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,1.98,27.72,May
Luis,Rojas,Chile,Santiago,State is Unknown,Steve,Johnson,720,Green Day,American Idiot,Alternative & Punk,1.98,27.72,May
Marc,Dubois,France,Lyon,State is Unknown,Steve,Johnson,720,Antônio Carlos Jobim,Chill: Brazil (Disc 2),Latin,1.98,27.72,May
Marc,Dubois,France,Lyon,State is Unknown,Steve,Johnson,720,Marcos Valle,Chill: Brazil (Disc 1),Latin,1.98,27.72,May
Marc,Dubois,France,Lyon,State is Unknown,Steve,Johnson,720,Various Artists,Axé Bahia 2001,Pop,1.98,27.72,May
Marc,Dubois,France,Lyon,State is Unknown,Steve,Johnson,720,Various Artists,Carnaval 2001,Soundtrack,1.98,27.72,May
